BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,
#,fMax,,,,,,,,,,,,,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14
19,21364.5,39430.5,28102,39000.5,49899,60797.5,71696,82594.5,93493,104391.5,115290,126188.5,137087,147985.5
20,20246.2,36820,25922.3,36820.8,47719.3,58617.8,69516.3,80414.8,91313.3,102211.8,113110.3,124008.8,134907.3,145805.8
21,19208.1,34445.2,23742.6,34641.1,45539.6,56438.1,67336.6,78235.1,89133.6,100032.1,110930.6,121829.1,132727.6,143626.1
22,18243.1,32279.5,21562.9,32461.4,43359.9,54258.4,65156.9,76055.4,86953.9,97852.4,108750.9,119649.4,130547.9,141446.4
23,17344.6,30299.7,19383.2,30281.7,41180.2,52078.7,62977.2,73875.7,84774.2,95672.7,106571.2,117469.7,128368.2,139266.7
24,16506.8,28485.8,17203.5,28102,39000.5,49899,60797.5,71696,82594.5,93493,104391.5,115290,126188.5,137087
25,15724.6,26820.4,15023.8,25922.3,36820.8,47719.3,58617.8,69516.3,80414.8,91313.3,102211.8,113110.3,124008.8,134907.3
26,14993.3,25288.1,12844.1,23742.6,34641.1,45539.6,56438.1,67336.6,78235.1,89133.6,100032.1,110930.6,121829.1,132727.6
27,14308.8,23875.7,10664.4,21562.9,32461.4,43359.9,54258.4,65156.9,76055.4,86953.9,97852.4,108750.9,119649.4,130547.9
28,13667.3,22571.3,8484.7,19383.2,30281.7,41180.2,52078.7,62977.2,73875.7,84774.2,95672.7,106571.2,117469.7,128368.2
29,13065.3,21364.5,6305,17203.5,28102,39000.5,49899,60797.5,71696,82594.5,93493,104391.5,115290,126188.5
30,12499.7,20246.2,4125.3,15023.8,25922.3,36820.8,47719.3,58617.8,69516.3,80414.8,91313.3,102211.8,113110.3,124008.8
31,11967.9,19208.1,1945.6,12844.1,23742.6,34641.1,45539.6,56438.1,67336.6,78235.1,89133.6,100032.1,110930.6,121829.1
32,11467.2,18243.1,-234.1,10664.4,21562.9,32461.4,43359.9,54258.4,65156.9,76055.4,86953.9,97852.4,108750.9,119649.4
33,10995.4,17344.6,-2413.8,8484.7,19383.2,30281.7,41180.2,52078.7,62977.2,73875.7,84774.2,95672.7,106571.2,117469.7
34,10550.3,16506.8,-4593.5,6305,17203.5,28102,39000.5,49899,60797.5,71696,82594.5,93493,104391.5,115290
35,10130,15724.6,-6773.2,4125.3,15023.8,25922.3,36820.8,47719.3,58617.8,69516.3,80414.8,91313.3,102211.8,113110.3
36,9732.8,14993.3,-8952.9,1945.6,12844.1,23742.6,34641.1,45539.6,56438.1,67336.6,78235.1,89133.6,100032.1,110930.6
37,9357,14308.8,-11132.6,-234.1,10664.4,21562.9,32461.4,43359.9,54258.4,65156.9,76055.4,86953.9,97852.4,108750.9
38,9001.3,13667.3,-13312.3,-2413.8,8484.7,19383.2,30281.7,41180.2,52078.7,62977.2,73875.7,84774.2,95672.7,106571.2
39,8664.2,13065.3,-15492,-4593.5,6305,17203.5,28102,39000.5,49899,60797.5,71696,82594.5,93493,104391.5
40,8344.5,12499.7,-17671.7,-6773.2,4125.3,15023.8,25922.3,36820.8,47719.3,58617.8,69516.3,80414.8,91313.3,102211.8
41,8041.1,11967.9,-19851.4,-8952.9,1945.6,12844.1,23742.6,34641.1,45539.6,56438.1,67336.6,78235.1,89133.6,100032.1
42,7752.9,11467.2,-22031.1,-11132.6,-234.1,10664.4,21562.9,32461.4,43359.9,54258.4,65156.9,76055.4,86953.9,97852.4
43,7479,10995.4,-24210.8,-13312.3,-2413.8,8484.7,19383.2,30281.7,41180.2,52078.7,62977.2,73875.7,84774.2,95672.7
44,7218.4,10550.3,-26390.5,-15492,-4593.5,6305,17203.5,28102,39000.5,49899,60797.5,71696,82594.5,93493
45,6970.4,10130,-28570.2,-17671.7,-6773.2,4125.3,15023.8,25922.3,36820.8,47719.3,58617.8,69516.3,80414.8,91313.3
46,6734.1,9732.8,-30749.9,-19851.4,-8952.9,1945.6,12844.1,23742.6,34641.1,45539.6,56438.1,67336.6,78235.1,89133.6
47,6508.9,9357,-31885.7,-21082.1,-10278.5,525.1,11328.7,22132.3,32935.9,43739.5,54543.1,65346.7,76150.3,86953.9
48,6294.1,9001.3,-32039.2,-21419.8,-10800.4,-181,10438.4,21057.8,31677.2,42296.6,52916,63535.4,74154.8,84774.2
49,6089.1,8664.2,-31269.8,-20918.5,-10567.2,-215.9,10135.4,20486.7,30838,41189.3,51540.6,61891.9,72243.2,82594.5
50,5893.3,8344.5,-29629.2,-19625.2,-9621.2,382.8,10386.8,20390.8,30394.8,40398.8,50402.8,60406.8,70410.8,80414.8
51,5706.3,8041.1,-27166.9,-17584.9,-8002.9,1579.1,11161.1,20743.1,30325.1,39907.1,49489.1,59071.1,68653.1,78235.1
52,5527.4,7752.9,-24878.1,-15693.7,-6509.3,2675.1,11859.5,21043.9,30228.3,39412.7,48597.1,57781.5,66965.9,76150.3
53,5356.3,7479,-22748.6,-13939.2,-5129.8,3679.6,12489,21298.4,30107.8,38917.2,47726.6,56536,65345.4,74154.8
54,5192.5,7218.4,-20764,-12308.8,-3853.6,4601.6,13056.8,21512,29967.2,38422.4,46877.6,55332.8,63788,72243.2
55,5035.6,6970.4,-18915.8,-10795.2,-2674.6,5446,13566.6,21687.2,29807.8,37928.4,46049,54169.6,62290.2,70410.8
56,4885.3,6734.1,-17190.9,-9386.9,-1582.9,6221.1,14025.1,21829.1,29633.1,37437.1,45241.1,53045.1,60849.1,68653.1
57,4741.2,6508.9,-15581.4,-8077.1,-572.8,6931.5,14435.8,21940.1,29444.4,36948.7,44453,51957.3,59461.6,66965.9
58,4603,6294.1,-14079,-6858.6,361.8,7582.2,14802.6,22023,29243.4,36463.8,43684.2,50904.6,58125,65345.4
59,4470.4,6089.1,-12675.2,-5724,1227.2,8178.4,15129.6,22080.8,29032,35983.2,42934.4,49885.6,56836.8,63788
60,4343,5893.3,-11361.4,-4665.8,2029.8,8725.4,15421,22116.6,28812.2,35507.8,42203.4,48899,55594.6,62290.2
61,4220.7,5706.3,-10133.9,-3680.9,2772.1,9225.1,15678.1,22131.1,28584.1,35037.1,41490.1,47943.1,54396.1,60849.1
62,4103.1,5527.4,-8983.7,-2761.4,3460.9,9683.2,15905.5,22127.8,28350.1,34572.4,40794.7,47017,53239.3,59461.6
63,3990.1,5356.3,-7908,-1905,4098,10101,16104,22107,28110,34113,40116,46119,52122,58125
64,3881.4,5192.5,-6899.4,-1105.2,4689,10483.2,16277.4,22071.6,27865.8,33660,39454.2,45248.4,51042.6,56836.8
65,3776.8,5035.6,-5954.8,-359.4,5236,10831.4,16426.8,22022.2,27617.6,33213,38808.4,44403.8,49999.2,55594.6
66,3676,4885.3,-5069.9,336.1,5742.1,11148.1,16554.1,21960.1,27366.1,32772.1,38178.1,43584.1,48990.1,54396.1
67,3579.1,4741.2,-4240.1,985.3,6210.7,11436.1,16661.5,21886.9,27112.3,32337.7,37563.1,42788.5,48013.9,53239.3
68,3485.6,4603,-3459.9,1593,6645.9,11698.8,16751.7,21804.6,26857.5,31910.4,36963.3,42016.2,47069.1,52122
69,3395.5,4470.4,-2728.7,2159.6,7047.9,11936.2,16824.5,21712.8,26601.1,31489.4,36377.7,41266,46154.3,51042.6
70,3308.7,4343,-2042.9,2688.2,7419.3,12150.4,16881.5,21612.6,26343.7,31074.8,35805.9,40537,45268.1,49999.2
71,3224.9,4220.7,-1397.6,3183.1,7763.8,12344.5,16925.2,21505.9,26086.6,30667.3,35248,39828.7,44409.4,48990.1
72,3144.1,4103.1,-793.1,3643.9,8080.9,12517.9,16954.9,21391.9,25828.9,30265.9,34702.9,39139.9,43576.9,48013.9
73,3066.1,3990.1,-224.3,4075.1,8374.5,12673.9,16973.3,21272.7,25572.1,29871.5,34170.9,38470.3,42769.7,47069.1
74,2990.8,3881.4,309.6,4477.3,8645,12812.7,16980.4,21148.1,25315.8,29483.5,33651.2,37818.9,41986.6,46154.3
75,2918,3776.8,811.6,4853.1,8894.6,12936.1,16977.6,21019.1,25060.6,29102.1,33143.6,37185.1,41226.6,45268.1
76,2847.7,3676,1283.9,5204.4,9124.9,13045.4,16965.9,20886.4,24806.9,28727.4,32647.9,36568.4,40488.9,44409.4
77,2779.7,3579.1,1727.4,5531.9,9336.4,13140.9,16945.4,20749.9,24554.4,28358.9,32163.4,35967.9,39772.4,43576.9
78,2714,3485.6,2143.4,5836.7,9530,13223.3,16916.6,20609.9,24303.2,27996.5,31689.8,35383.1,39076.4,42769.7
79,2650.5,3395.5,2535.1,6121.6,9708.1,13294.6,16881.1,20467.6,24054.1,27640.6,31227.1,34813.6,38400.1,41986.6
80,2589,3308.7,2903.7,6387.6,9871.5,13355.4,16839.3,20323.2,23807.1,27291,30774.9,34258.8,37742.7,41226.6
81,2529.5,3224.9,3249.5,6634.9,10020.3,13405.7,16791.1,20176.5,23561.9,26947.3,30332.7,33718.1,37103.5,40488.9
82,2471.8,3144.1,3575.8,6866.4,10157,13447.6,16738.2,20028.8,23319.4,26610,29900.6,33191.2,36481.8,39772.4
83,2416.1,3066.1,3881.9,7081.4,10280.9,13480.4,16679.9,19879.4,23078.9,26278.4,29477.9,32677.4,35876.9,39076.4
84,2362,2990.8,4169.2,7281.1,10393,13504.9,16616.8,19728.7,22840.6,25952.5,29064.4,32176.3,35288.2,38400.1
85,2309.6,2918,4439.1,7466.7,10494.3,13521.9,16549.5,19577.1,22604.7,25632.3,28659.9,31687.5,34715.1,37742.7
86,2258.9,2847.7,4693.1,7639.5,10585.9,13532.3,16478.7,19425.1,22371.5,25317.9,28264.3,31210.7,34157.1,37103.5
87,2209.7,2779.7,4931.6,7799.8,10668,13536.2,16404.4,19272.6,22140.8,25009,27877.2,30745.4,33613.6,36481.8
88,2161.9,2714,5155,7947.9,10740.8,13533.7,16326.6,19119.5,21912.4,24705.3,27498.2,30291.1,33084,35876.9
89,2115.6,2650.5,5364.9,8085.2,10805.5,13525.8,16246.1,18966.4,21686.7,24407,27127.3,29847.6,32567.9,35288.2
90,2070.7,2589,5562.9,8213.1,10863.3,13513.5,16163.7,18813.9,21464.1,24114.3,26764.5,29414.7,32064.9,34715.1
91,2027.1,2529.5,5747.4,8330.1,10912.8,13495.5,16078.2,18660.9,21243.6,23826.3,26409,28991.7,31574.4,34157.1
92,1984.8,2471.8,5921.1,8438.6,10956.1,13473.6,15991.1,18508.6,21026.1,23543.6,26061.1,28578.6,31096.1,33613.6
93,1943.7,2416.1,6083.4,8538,10992.6,13447.2,15901.8,18356.4,20811,23265.6,25720.2,28174.8,30629.4,33084
94,1903.8,2362,6236.1,8629.9,11023.7,13417.5,15811.3,18205.1,20598.9,22992.7,25386.5,27780.3,30174.1,32567.9
95,1865,2309.6,6378.8,8713.9,11049,13384.1,15719.2,18054.3,20389.4,22724.5,25059.6,27394.7,29729.8,32064.9
96,1827.4,2258.9,6512,8790.4,11068.8,13347.2,15625.6,17904,20182.4,22460.8,24739.2,27017.6,29296,31574.4
97,1790.7,2209.7,6636.5,8860.1,11083.7,13307.3,15530.9,17754.5,19978.1,22201.7,24425.3,26648.9,28872.5,31096.1
98,1755.1,2161.9,6753.9,8924.4,11094.9,13265.4,15435.9,17606.4,19776.9,21947.4,24117.9,26288.4,28458.9,30629.4
99,1720.5,2115.6,6861.8,8981.1,11100.4,13219.7,15339,17458.3,19577.6,21696.9,23816.2,25935.5,28054.8,30174.1
100,1686.9,2070.7,6963.1,9032.8,11102.5,13172.2,15241.9,17311.6,19381.3,21451,23520.7,25590.4,27660.1,29729.8
101,1654.1,2027.1,7057.3,9079,11100.7,13122.4,15144.1,17165.8,19187.5,21209.2,23230.9,25252.6,27274.3,29296
102,1622.2,1984.8,7145.3,9120.5,11095.7,13070.9,15046.1,17021.3,18996.5,20971.7,22946.9,24922.1,26897.3,28872.5
103,1591.2,1943.7,7226.7,9156.9,11087.1,13017.3,14947.5,16877.7,18807.9,20738.1,22668.3,24598.5,26528.7,28458.9
104,1561,1903.8,7302.2,9188.8,11075.4,12962,14848.6,16735.2,18621.8,20508.4,22395,24281.6,26168.2,28054.8
105,1531.6,1865,7371.7,9216.1,11060.5,12904.9,14749.3,16593.7,18438.1,20282.5,22126.9,23971.3,25815.7,27660.1
106,1503,1827.4,7436.9,9240.3,11043.7,12847.1,14650.5,16453.9,18257.3,20060.7,21864.1,23667.5,25470.9,27274.3
107,1475.1,1790.7,7496.6,9260.3,11024,12787.7,14551.4,16315.1,18078.8,19842.5,21606.2,23369.9,25133.6,26897.3
108,1448,1755.1,7550.4,9275.7,11001,12726.3,14451.6,16176.9,17902.2,19627.5,21352.8,23078.1,24803.4,26528.7
109,1421.5,1720.5,7601.3,9289.2,10977.1,12665,14352.9,16040.8,17728.7,19416.6,21104.5,22792.4,24480.3,26168.2
110,1395.7,1686.9,7647,9298.7,10950.4,12602.1,14253.8,15905.5,17557.2,19208.9,20860.6,22512.3,24164,25815.7
111,1370.5,1654.1,7689.4,9305.9,10922.4,12538.9,14155.4,15771.9,17388.4,19004.9,20621.4,22237.9,23854.4,25470.9
112,1346,1622.2,7726.1,9308.6,10891.1,12473.6,14056.1,15638.6,17221.1,18803.6,20386.1,21968.6,23551.1,25133.6
113,1322.1,1591.2,7761.1,9310.4,10859.7,12409,13958.3,15507.6,17056.9,18606.2,20155.5,21704.8,23254.1,24803.4
114,1298.8,1561,7792.2,9309.3,10826.4,12343.5,13860.6,15377.7,16894.8,18411.9,19929,21446.1,22963.2,24480.3
115,1276,1531.6,7820.2,9306,10791.8,12277.6,13763.4,15249.2,16735,18220.8,19706.6,21192.4,22678.2,24164
116,1253.9,1503,7843.9,9299.4,10754.9,12210.4,13665.9,15121.4,16576.9,18032.4,19487.9,20943.4,22398.9,23854.4
117,1232.2,1475.1,7866.2,9292.1,10718,12143.9,13569.8,14995.7,16421.6,17847.5,19273.4,20699.3,22125.2,23551.1
118,1211.1,1448,7884.9,9282.1,10679.3,12076.5,13473.7,14870.9,16268.1,17665.3,19062.5,20459.7,21856.9,23254.1
119,1190.4,1421.5,7899.8,9269.2,10638.6,12008,13377.4,14746.8,16116.2,17485.6,18855,20224.4,21593.8,22963.2
120,1170.3,1395.7,7912.9,9255.2,10597.5,11939.8,13282.1,14624.4,15966.7,17309,18651.3,19993.6,21335.9,22678.2
121,1150.6,1370.5,7924,9239.9,10555.8,11871.7,13187.6,14503.5,15819.4,17135.3,18451.2,19767.1,21083,22398.9
122,1131.4,1346,7933,9223.2,10513.4,11803.6,13093.8,14384,15674.2,16964.4,18254.6,19544.8,20835,22125.2
123,1112.7,1322.1,7938.6,9203.9,10469.2,11734.5,12999.8,14265.1,15530.4,16795.7,18061,19326.3,20591.6,21856.9
124,1100,1298.8,7943.9,9184.8,10425.7,11666.6,12907.5,14148.4,15389.3,16630.2,17871.1,19112,20352.9,21593.8
125,1087.3,1276,7946.7,9163.9,10381.1,11598.3,12815.5,14032.7,15249.9,16467.1,17684.3,18901.5,20118.7,21335.9
126,1074.6,1253.9,7946.8,9141,10335.2,11529.4,12723.6,13917.8,15112,16306.2,17500.4,18694.6,19888.8,21083
127,1061.9,1232.2,7945.2,9117,10288.8,11460.6,12632.4,13804.2,14976,16147.8,17319.6,18491.4,19663.2,20835
128,1049.2,1211.1,7943.8,9093.6,10243.4,11393.2,12543,13692.8,14842.6,15992.4,17142.2,18292,19441.8,20591.6
129,1036.5,1190.4,7939.4,9067.9,10196.4,11324.9,12453.4,13581.9,14710.4,15838.9,16967.4,18095.9,19224.4,20352.9
130,1023.8,1170.3,7932.9,9040.7,10148.5,11256.3,12364.1,13471.9,14579.7,15687.5,16795.3,17903.1,19010.9,20118.7
131,1011.1,1150.6,7926.3,9013.8,10101.3,11188.8,12276.3,13363.8,14451.3,15538.8,16626.3,17713.8,18801.3,19888.8
132,998.4,1131.4,7917.4,8985.2,10053,11120.8,12188.6,13256.4,14324.2,15392,16459.8,17527.6,18595.4,19663.2
133,985.7,1112.7,7907.2,8955.8,10004.4,11053,12101.6,13150.2,14198.8,15247.4,16296,17344.6,18393.2,19441.8
134,973,1100,7895.5,8925.4,9955.3,10985.2,12015.1,13045,14074.9,15104.8,16134.7,17164.6,18194.5,19224.4
135,960.3,1087.3,7883.3,8894.9,9906.5,10918.1,11929.7,12941.3,13952.9,14964.5,15976.1,16987.7,17999.3,19010.9
136,947.6,1074.6,7870.6,8864.3,9858,10851.7,11845.4,12839.1,13832.8,14826.5,15820.2,16813.9,17807.6,18801.3
137,934.9,1061.9,7856.1,8832.4,9808.7,10785,11761.3,12737.6,13713.9,14690.2,15666.5,16642.8,17619.1,18595.4
138,922.2,1049.2,7840.9,8800.2,9759.5,10718.8,11678.1,12637.4,13596.7,14556,15515.3,16474.6,17433.9,18393.2
139,909.5,1036.5,8845.6,9695.5,10545.4,11395.3,12245.2,13095.1,13945,14794.9,15644.8,16494.7,17344.6,18194.5
140,896.8,1023.8,1581.8,3074.3,4566.8,6059.3,7551.8,9044.3,10536.8,12029.3,13521.8,15014.3,16506.8,17999.3
141,884.1,1011.1,,,,,3226.6,5309.6,7392.6,9475.6,11558.6,13641.6,15724.6,17807.6
142,871.4,998.4,,,,,,1864.3,4490.1,7115.9,9741.7,12367.5,14993.3,17619.1
143,858.7,985.7,,,,,,,1808.4,4933.5,8058.6,11183.7,14308.8,17433.9
144,846,973,,,,,,,,2635.4,6312.7,9990,13667.3,17344.6
145,833.3,960.3,,,,,,,,2740.8,6182.3,9623.8,13065.3,16506.8
146,820.6,947.6,,,,,,,,,,,,15724.6
147,807.9,934.9,,,,,,,,,,,,14993.3
148,795.2,922.2,,,,,,,,,,,,14308.8
149,782.5,909.5,,,,,,,,,,,,13667.3
150,769.8,896.8,,,,,,,,,,,,13065.3
